lead_id,email,company_name,industry,job_title,seniority_level,company_size,country,email_opens,email_clicks,website_visits,time_on_site,pages_viewed,content_downloads,form_submissions,event_attendance,demo_requests,pricing_page_views,feature_page_views,days_since_first_interaction,total_interactions,last_interaction_days,converted
LEAD_169,sarah32@example.com,"Warren, Harvey and Zimmerman",Finance,Electronics engineer,Mid,1-10,India,3,4,29,405,9,3,0,0,1,0,1,45,56,13,0
LEAD_170,gutierreztina@example.net,"Wade, Cantu and Knight",Healthcare,"Scientist, marine",Senior,1-10,USA,14,3,20,715,16,3,1,1,1,2,8,115,21,2,0
LEAD_171,rita89@example.org,"Moreno, Davis and Sparks",Finance,"Engineer, broadcasting (operations)",Senior,1-10,USA,1,8,30,287,10,2,0,0,1,3,6,31,46,6,0
LEAD_172,yalvarez@example.com,Porter and Sons,Technology,Special educational needs teacher,Entry,11-50,India,11,7,31,289,3,3,0,0,1,2,0,112,42,19,0
LEAD_173,hooperjoshua@example.org,"Strong, Carter and Gray",Retail,Medical laboratory scientific officer,Senior,1-10,Germany,19,7,2,378,18,4,0,1,1,2,3,21,6,25,0
LEAD_174,lisa40@example.org,"Perez, Davis and Carpenter",Healthcare,Health and safety inspector,Executive,1-10,USA,12,7,15,543,11,3,2,1,1,4,1,97,7,5,0
LEAD_175,castropaul@example.com,Vega Ltd,Healthcare,Garment/textile technologist,Executive,201-1000,USA,18,1,36,27,15,0,1,1,1,4,2,16,30,20,0
LEAD_176,jimenezjohn@example.com,Snyder-Jackson,Education,Energy manager,Entry,1000+,India,4,9,26,293,14,0,0,0,0,2,8,42,30,7,0
LEAD_177,robert77@example.com,Mcpherson-Roberts,Technology,Tax adviser,Entry,11-50,Canada,0,5,16,394,6,1,1,1,0,0,2,32,34,7,0
LEAD_178,kimpatton@example.com,Moore PLC,Finance,Sales executive,Entry,1000+,Germany,11,4,22,162,3,0,2,1,0,0,0,30,15,29,0
LEAD_179,martharichards@example.com,Case LLC,Healthcare,"Education officer, museum",Senior,51-200,India,1,1,20,118,15,2,0,1,0,3,1,119,29,1,0
LEAD_180,maryclark@example.com,Ortiz-Brown,Retail,IT trainer,Executive,11-50,UK,18,6,19,779,8,2,0,1,0,0,2,75,26,19,0
LEAD_181,lorischneider@example.com,"Perez, Patterson and Griffith",Finance,Merchant navy officer,Executive,201-1000,Germany,8,1,21,282,10,1,1,0,1,3,5,50,30,20,0
LEAD_182,michaelweiss@example.net,"Schaefer, Lane and Whitehead",Finance,"Surveyor, rural practice",Senior,201-1000,Canada,11,0,15,518,9,2,0,1,1,0,9,64,16,4,0
LEAD_183,roybates@example.com,Ray and Sons,Finance,Insurance risk surveyor,Entry,201-1000,UK,19,2,25,90,14,0,2,0,0,3,0,24,31,8,0
LEAD_184,mark88@example.org,Carter-Rhodes,Education,Media planner,Entry,51-200,India,8,1,10,781,7,1,1,0,1,4,8,76,58,20,1
LEAD_185,icampbell@example.com,Davis Inc,Retail,"Designer, industrial/product",Executive,1-10,Germany,11,7,8,179,13,0,2,0,1,4,5,105,18,16,0
LEAD_186,yjones@example.org,Marquez-Thomas,Education,Mechanical engineer,Entry,1000+,Canada,13,1,26,652,7,2,2,1,1,2,4,1,49,6,0
LEAD_187,osanders@example.net,"Smith, Hammond and Christensen",Technology,Civil Service fast streamer,Senior,1-10,India,19,8,12,595,13,3,2,0,0,1,2,2,14,7,0
LEAD_188,xhernandez@example.org,Ward Inc,Education,Scientific laboratory technician,Mid,51-200,USA,15,8,21,666,10,0,0,1,0,2,7,13,50,21,0
LEAD_189,baldwinrobert@example.com,"Cortez, Bell and Sanders",Technology,Sales promotion account executive,Executive,1000+,Germany,17,5,27,367,15,3,2,0,0,4,9,55,58,25,0
LEAD_190,erikmyers@example.org,Luna-Arroyo,Healthcare,Lawyer,Executive,51-200,UK,3,7,26,773,1,2,2,1,0,1,2,64,53,24,0
LEAD_191,cunninghamadriana@example.org,"Graham, Martin and Myers",Healthcare,Estate manager/land agent,Mid,11-50,India,5,1,10,250,4,2,0,0,0,0,4,97,18,19,0
LEAD_192,maryjones@example.org,Martin PLC,Finance,Learning mentor,Mid,51-200,Germany,0,1,20,371,19,2,2,0,0,1,8,77,55,24,1
LEAD_193,craigscott@example.net,Vargas LLC,Healthcare,Physiological scientist,Senior,11-50,Germany,0,5,2,400,9,0,0,0,1,3,2,114,16,15,0
LEAD_194,williamsondiamond@example.org,Greer LLC,Finance,"Surveyor, building",Mid,51-200,UK,10,9,10,518,18,2,2,0,1,2,5,14,41,4,0
LEAD_195,mooremiranda@example.net,Harrison-Perez,Healthcare,Retail banker,Senior,51-200,India,7,8,5,627,19,3,0,0,0,0,7,72,46,24,0
LEAD_196,fcross@example.net,Mcgrath and Sons,Education,Furniture designer,Senior,1-10,USA,12,3,12,794,12,3,2,0,1,2,3,34,22,11,0
LEAD_197,vmcmahon@example.org,Bailey-Smith,Retail,Photographer,Senior,51-200,UK,2,4,24,745,17,2,0,0,1,0,9,13,21,4,1
LEAD_198,hannah98@example.org,"Allen, Anderson and Harris",Finance,"Conservator, museum/gallery",Senior,51-200,Germany,15,6,36,563,9,1,1,1,0,3,7,22,53,26,0
LEAD_199,charlesclark@example.net,Martinez-Hays,Education,Illustrator,Mid,1-10,India,13,1,38,343,2,0,2,0,0,0,9,70,23,5,0
LEAD_200,chasedeborah@example.com,"Thomas, Roth and Castro",Education,Social researcher,Entry,11-50,USA,0,3,27,794,5,4,1,0,1,2,0,111,33,5,0
LEAD_201,wreese@example.org,Wilson-Ellison,Retail,Herbalist,Mid,51-200,USA,16,7,20,690,10,4,1,1,1,1,7,48,32,16,0
LEAD_202,donald58@example.com,Donaldson LLC,Education,"Accountant, chartered certified",Executive,11-50,UK,10,2,13,267,14,1,1,0,1,2,9,12,21,13,0
LEAD_203,brobinson@example.com,Myers-Herrera,Technology,Advice worker,Entry,51-200,Canada,3,4,2,119,17,0,1,0,0,0,8,91,24,5,0
LEAD_204,williamsonjoshua@example.com,Johnson-Middleton,Technology,"Administrator, education",Entry,11-50,India,12,1,0,193,5,4,0,0,1,0,4,119,58,24,0
LEAD_205,jessicamedina@example.com,Copeland-Graves,Finance,Holiday representative,Entry,1-10,India,14,9,29,261,14,4,1,1,1,4,2,44,45,15,0
LEAD_206,leachbeverly@example.net,"Simmons, Buchanan and Sanders",Healthcare,"Teacher, secondary school",Mid,1-10,Germany,4,6,29,617,7,0,1,0,1,2,4,82,7,11,0
LEAD_207,xthompson@example.org,Avery-Gibson,Education,Ceramics designer,Senior,1-10,India,11,9,24,673,3,1,2,1,1,1,8,90,50,9,0
LEAD_208,luke19@example.org,Thompson-Garcia,Technology,Sales promotion account executive,Entry,201-1000,India,15,3,20,26,5,2,0,0,1,1,4,20,28,18,0
LEAD_209,ecastillo@example.org,Ali-Wells,Education,Publishing copy,Executive,1000+,Canada,12,7,2,578,12,4,1,1,1,0,0,57,8,17,0
LEAD_210,cruzwendy@example.org,Colon-Graves,Technology,Paediatric nurse,Mid,201-1000,Canada,14,2,32,358,10,3,1,1,0,2,1,103,41,25,0
LEAD_211,douglas27@example.com,"Hall, Martin and Campbell",Technology,"Geologist, engineering",Entry,1000+,UK,0,5,34,416,10,2,2,0,1,2,6,72,55,7,0
LEAD_212,bruce53@example.com,"Perez, Thomas and Mcdonald",Technology,"Engineer, petroleum",Entry,51-200,India,9,5,17,197,1,4,0,1,0,0,2,67,55,7,0
LEAD_213,margaret83@example.com,Jacobs PLC,Education,Senior tax professional/tax inspector,Executive,51-200,USA,11,5,26,155,14,0,0,0,1,3,7,63,39,2,0
LEAD_214,scott00@example.net,"Hutchinson, Kane and Palmer",Healthcare,Toxicologist,Entry,1000+,India,12,0,27,278,2,1,2,1,1,4,5,15,39,20,0
LEAD_215,marcus67@example.net,Cunningham LLC,Retail,Public affairs consultant,Mid,11-50,India,6,5,14,191,12,3,2,0,1,2,0,44,42,4,1
LEAD_216,nelsonjeffrey@example.com,Compton-Estrada,Finance,Paramedic,Mid,201-1000,UK,11,9,7,591,1,3,2,0,1,4,6,31,13,20,0
LEAD_217,cookshelby@example.org,"Evans, Thomas and Ross",Finance,Music therapist,Entry,51-200,USA,12,0,36,280,19,3,1,1,0,3,7,49,21,21,0
LEAD_218,jeffrey98@example.com,"Watts, Stuart and Mccoy",Finance,Warden/ranger,Senior,1-10,Germany,11,8,13,135,10,3,0,1,1,0,2,7,25,9,0
LEAD_219,todd63@example.net,Houston-Branch,Retail,"Designer, multimedia",Mid,11-50,India,8,2,32,381,11,1,2,0,1,2,7,63,8,6,0
LEAD_220,carmenholland@example.net,Richardson-Salas,Education,Careers information officer,Senior,201-1000,USA,0,0,30,52,7,3,1,1,1,1,6,102,26,16,0
LEAD_221,martinjustin@example.net,Gomez Inc,Retail,Translator,Mid,51-200,Canada,9,7,14,466,2,0,1,0,0,1,4,29,10,17,0
LEAD_222,danaburton@example.com,Wilson Group,Retail,Nutritional therapist,Senior,11-50,UK,5,6,3,663,7,3,1,0,0,3,9,23,57,5,0
LEAD_223,butlerchristine@example.com,Munoz and Sons,Finance,Psychiatric nurse,Entry,201-1000,Germany,5,9,38,795,10,1,2,0,0,4,7,85,18,10,1
LEAD_224,robin56@example.org,Bates-Hubbard,Retail,Forest/woodland manager,Executive,1000+,Canada,17,3,17,223,5,3,1,1,0,2,5,6,27,8,0
LEAD_225,michelle30@example.com,Jimenez-Vega,Technology,Chartered legal executive (England and Wales),Senior,1000+,Germany,7,9,15,267,10,0,2,0,0,0,3,59,21,8,0
LEAD_226,jonathandavis@example.org,Cochran-Morales,Retail,Fisheries officer,Entry,1-10,UK,12,0,10,642,13,3,1,1,1,3,5,117,54,7,0
LEAD_227,allisontyler@example.org,Wilson-Shannon,Technology,"Engineer, manufacturing",Mid,1-10,USA,3,3,39,568,10,3,0,0,0,3,1,1,41,5,0
LEAD_228,iblack@example.com,Beck LLC,Retail,Arts administrator,Entry,11-50,Canada,4,7,29,565,4,2,0,1,0,2,8,33,44,25,0
LEAD_229,aarnold@example.net,"Reynolds, Byrd and Murray",Finance,Fisheries officer,Senior,51-200,Germany,18,1,17,286,10,2,1,0,0,2,0,41,55,19,0
LEAD_230,lucasbarker@example.net,"Jackson, Robinson and Santiago",Retail,Horticultural consultant,Entry,201-1000,India,17,3,14,44,9,1,2,1,0,3,0,52,12,15,0
LEAD_231,dakota87@example.net,Walton-Harvey,Finance,Risk manager,Entry,201-1000,India,11,5,19,127,14,3,1,1,0,2,5,94,6,7,0
LEAD_232,carsonjennifer@example.net,"Bennett, Castro and Bradley",Technology,Sports administrator,Senior,51-200,USA,13,4,17,102,15,4,1,0,1,4,7,117,58,22,0
LEAD_233,ocarlson@example.org,Gordon-Knight,Finance,Hotel manager,Entry,1-10,UK,9,0,33,768,11,1,2,1,1,4,0,90,21,15,0
LEAD_234,jamesmurray@example.net,Nguyen-Tucker,Healthcare,Editorial assistant,Senior,201-1000,Canada,13,4,15,795,12,4,1,1,0,1,3,72,22,8,0
LEAD_235,sruiz@example.com,"Marshall, Herrera and Hernandez",Retail,"Engineer, control and instrumentation",Entry,201-1000,Canada,18,6,17,623,14,2,2,0,1,1,3,87,24,21,0
LEAD_236,westmichelle@example.com,Anderson-Bass,Retail,Facilities manager,Executive,1000+,Germany,19,7,4,433,4,4,2,1,1,4,3,67,13,27,0
LEAD_237,villanuevajames@example.net,Marks-Brewer,Healthcare,Advice worker,Entry,1000+,India,13,0,26,114,17,2,0,1,1,1,7,75,44,16,0
LEAD_238,ericawells@example.org,Thompson-Jimenez,Technology,Occupational psychologist,Mid,1000+,USA,3,6,38,673,9,2,1,1,0,3,8,102,41,28,0
LEAD_239,ayalawilliam@example.org,Young-Snyder,Healthcare,"Therapist, art",Executive,1-10,India,8,0,25,191,14,0,1,1,1,0,6,8,15,2,0
LEAD_240,jonesbethany@example.com,"Clark, King and Kelly",Technology,Marketing executive,Senior,1000+,India,18,5,22,397,19,0,0,0,1,4,6,28,35,5,0
LEAD_241,justinestrada@example.com,Jefferson PLC,Retail,Health and safety inspector,Senior,51-200,UK,13,1,0,46,15,3,2,1,1,0,7,33,27,17,0
LEAD_242,dlopez@example.org,Simon-Richards,Education,Technical sales engineer,Executive,201-1000,India,5,2,37,70,12,4,1,1,1,2,9,105,8,13,0
LEAD_243,kennethcooper@example.org,Graham PLC,Finance,"Scientist, forensic",Executive,11-50,Canada,4,5,22,267,5,0,0,0,0,4,0,9,10,29,0
LEAD_244,bradwatkins@example.net,Martin-Mcmillan,Retail,"Psychotherapist, dance movement",Executive,201-1000,Canada,19,4,3,381,16,4,1,1,0,0,7,75,54,19,0
LEAD_245,leejennifer@example.com,"Mendez, Roberson and Williams",Finance,"Engineer, site",Entry,51-200,India,12,6,11,431,4,0,1,0,1,1,6,20,31,22,1
LEAD_246,samanthaglenn@example.org,Navarro and Sons,Finance,Product manager,Mid,1-10,UK,3,9,7,771,3,2,2,0,0,2,4,15,31,22,0
LEAD_247,daniellehenson@example.org,James-Mora,Finance,"Conservator, furniture",Senior,1000+,Germany,14,9,17,375,13,1,1,0,0,3,3,106,56,10,1
LEAD_248,kclark@example.com,"Khan, Evans and Howard",Technology,Learning disability nurse,Senior,51-200,Germany,11,7,22,515,15,1,2,0,1,2,7,80,10,29,0
LEAD_249,anthonyfrazier@example.org,Rosario Group,Education,"Geneticist, molecular",Senior,201-1000,UK,4,1,28,626,11,4,1,1,1,0,4,28,45,2,0
LEAD_250,barbara00@example.org,Hamilton Ltd,Technology,Retail buyer,Executive,51-200,Canada,18,6,16,553,12,0,0,1,1,2,7,41,21,13,0
LEAD_251,csingh@example.net,Gonzalez-Snyder,Education,Research scientist (maths),Executive,11-50,India,12,9,16,159,2,2,1,1,0,0,4,4,42,10,0
LEAD_252,derek66@example.net,"Little, Scott and Hansen",Retail,"Research officer, political party",Entry,51-200,India,1,4,28,752,15,3,0,1,1,2,4,85,56,14,0
LEAD_253,jenniferdavis@example.net,Harper Ltd,Healthcare,Publishing rights manager,Entry,1-10,India,0,3,26,420,13,1,0,0,1,3,6,55,25,11,0
LEAD_254,judithmorris@example.com,"Graham, Williams and Porter",Retail,Public house manager,Executive,51-200,USA,17,2,22,416,4,3,2,1,1,2,1,1,52,18,0
LEAD_255,ryanpreston@example.org,Lewis-Dean,Healthcare,Glass blower/designer,Senior,51-200,Canada,16,1,3,395,16,4,0,0,1,4,0,67,59,27,0
LEAD_256,rrobinson@example.org,Gonzalez-Wong,Healthcare,Estate manager/land agent,Senior,201-1000,USA,10,3,19,451,4,1,0,1,0,4,9,35,50,6,0
LEAD_257,fostercody@example.net,"Riddle, West and Meadows",Finance,Insurance claims handler,Entry,201-1000,UK,11,3,23,337,11,2,0,0,0,3,6,116,19,18,0
LEAD_258,leah70@example.org,Shaw Inc,Technology,Television camera operator,Executive,1000+,UK,10,6,19,404,13,1,1,1,0,1,0,7,17,10,1
LEAD_259,dmartinez@example.net,"Little, Nunez and Raymond",Retail,Electrical engineer,Entry,51-200,Canada,9,1,23,767,2,2,0,0,0,3,3,92,58,22,0
LEAD_260,jamiejimenez@example.org,Chandler-Gibbs,Technology,Multimedia programmer,Mid,51-200,USA,14,5,32,392,4,2,1,1,1,4,4,74,45,27,1
LEAD_261,dean54@example.org,Reilly-Sutton,Retail,Cartographer,Mid,1-10,USA,6,0,24,118,10,1,1,0,1,2,8,100,32,13,0
LEAD_262,wesley40@example.com,Moore PLC,Education,"Producer, radio",Mid,1000+,India,13,4,0,139,14,1,0,1,1,4,3,83,32,24,0
LEAD_263,lindahill@example.com,Fleming PLC,Education,"Horticulturist, commercial",Entry,201-1000,Germany,13,6,8,600,1,2,2,0,1,0,8,7,33,7,0
LEAD_264,baileymatthew@example.com,Mckinney-Osborn,Retail,Camera operator,Mid,11-50,Germany,10,6,29,482,6,1,2,0,1,3,4,26,24,3,0
LEAD_265,malloryallen@example.org,"Gomez, Evans and Wilson",Retail,Technical author,Senior,11-50,USA,11,0,27,699,6,2,1,0,0,3,7,83,10,16,0
LEAD_266,tracy68@example.com,"Rodriguez, Thomas and Hendricks",Technology,Writer,Executive,51-200,Canada,8,0,32,681,2,1,0,1,1,1,7,70,7,18,0
LEAD_267,kmolina@example.com,Price-Wilson,Healthcare,"Scientist, water quality",Mid,1000+,Germany,4,1,10,405,1,4,1,0,1,0,4,51,43,11,0
LEAD_268,cmiller@example.net,"Rogers, Peters and Hernandez",Technology,Social researcher,Mid,1-10,USA,19,8,6,137,17,4,0,1,0,4,7,18,18,2,0
LEAD_269,robin75@example.org,Dickson-Castillo,Retail,Agricultural consultant,Executive,1000+,UK,13,8,28,439,3,4,1,1,0,1,0,42,49,1,1
LEAD_270,thomasmary@example.com,Sweeney Group,Retail,Acupuncturist,Entry,201-1000,India,11,1,8,690,16,2,1,1,0,4,0,15,7,2,0
LEAD_271,sarapalmer@example.org,Townsend-Ho,Technology,Public librarian,Mid,51-200,India,1,9,34,33,15,0,1,0,0,0,3,7,42,27,1
LEAD_272,cory38@example.net,Ayala PLC,Technology,Field seismologist,Entry,1-10,Germany,15,1,0,698,6,3,2,1,0,1,8,17,23,3,0
LEAD_273,jessica24@example.net,Phillips-Gray,Retail,Patent examiner,Entry,1-10,Germany,6,0,4,360,3,0,0,1,0,4,7,13,55,12,0
LEAD_274,williamramirez@example.net,King and Sons,Education,Archaeologist,Senior,1000+,USA,8,4,16,536,19,1,0,0,1,4,6,105,31,28,0
LEAD_275,hillkimberly@example.com,Lyons and Sons,Healthcare,Neurosurgeon,Entry,51-200,UK,1,5,2,719,4,4,1,0,0,0,1,74,44,24,0
LEAD_276,elizabethfitzgerald@example.com,"Roberts, Brennan and Houston",Retail,Dentist,Entry,201-1000,India,4,2,4,133,17,1,2,1,1,0,0,30,23,17,0
LEAD_277,jenniferwatts@example.net,Reese Group,Technology,Industrial/product designer,Executive,51-200,Canada,2,8,32,317,8,2,1,1,1,1,2,82,42,5,0
LEAD_278,shall@example.com,"Collins, Medina and Roberts",Retail,Educational psychologist,Senior,51-200,UK,3,0,27,747,17,1,1,1,0,4,8,44,15,14,0
LEAD_279,zacharyanthony@example.net,"Fowler, Gilbert and Neal",Education,Manufacturing systems engineer,Senior,51-200,UK,16,5,6,184,3,4,0,1,1,3,5,44,49,14,0
LEAD_280,steven04@example.org,Hughes Inc,Technology,Waste management officer,Executive,1-10,UK,2,7,28,649,18,3,0,0,0,1,4,63,7,27,0
LEAD_281,simpsonconnor@example.com,Larson Group,Education,Biomedical engineer,Entry,201-1000,Germany,9,8,27,571,4,2,2,0,1,4,8,80,37,19,1
LEAD_282,samanthasmith@example.net,"Rodriguez, Nelson and Nelson",Finance,Banker,Entry,1000+,Canada,16,7,26,551,1,2,1,0,1,1,2,89,42,24,1
LEAD_283,christopher51@example.com,Navarro LLC,Retail,Database administrator,Executive,1000+,UK,9,4,29,460,8,3,2,0,1,4,7,3,10,23,0
LEAD_284,jacquelinemaddox@example.com,Davila-Gilbert,Finance,Manufacturing systems engineer,Mid,51-200,India,11,8,6,294,8,4,2,1,0,0,2,95,36,10,0
LEAD_285,annette87@example.com,Santiago Ltd,Healthcare,Agricultural consultant,Mid,1000+,USA,19,0,6,557,10,0,1,0,0,2,6,2,37,12,0
LEAD_286,fgomez@example.org,"Leblanc, Huang and Carlson",Education,Petroleum engineer,Senior,1000+,Germany,6,7,26,617,2,3,0,1,1,3,1,110,8,11,0
LEAD_287,marc96@example.org,"Pruitt, Clark and Mclaughlin",Technology,Occupational hygienist,Mid,1000+,Germany,10,7,37,676,2,1,1,0,0,1,7,74,41,2,0
LEAD_288,sloantiffany@example.net,"Roman, Steele and Thompson",Technology,"Engineer, production",Entry,1000+,USA,9,0,34,626,1,4,1,1,1,0,7,24,43,26,0
LEAD_289,qford@example.com,Bailey-Rice,Finance,Civil Service administrator,Mid,51-200,Canada,9,4,39,616,10,3,1,0,1,2,4,11,10,3,0
LEAD_290,julia78@example.org,Dunlap Ltd,Retail,"Solicitor, Scotland",Entry,51-200,Germany,8,8,2,744,4,0,2,1,0,3,3,88,31,11,1
LEAD_291,smiththomas@example.net,"Stanley, Willis and Flynn",Education,Financial controller,Senior,51-200,USA,5,2,16,434,3,1,0,0,1,3,3,25,47,11,0
LEAD_292,paigewoods@example.org,Aguilar-Mathis,Healthcare,"Therapist, speech and language",Entry,1-10,Germany,19,4,1,611,15,4,0,0,0,4,6,87,26,14,0
LEAD_293,lindseyspencer@example.net,Schmidt Ltd,Education,Primary school teacher,Executive,1000+,India,17,2,14,388,17,0,0,1,0,1,5,8,23,25,0
LEAD_294,phenry@example.net,Smith-Hill,Finance,Social worker,Executive,201-1000,USA,4,8,15,288,14,4,1,1,0,4,8,99,44,27,1
LEAD_295,thicks@example.org,Rodriguez-Parks,Education,Volunteer coordinator,Executive,51-200,UK,19,0,26,583,16,4,1,0,0,0,6,92,39,11,0
LEAD_296,rhondawalls@example.com,Scott-Dudley,Education,"Designer, interior/spatial",Senior,51-200,UK,6,0,8,296,9,0,2,0,1,2,2,8,40,6,0
LEAD_297,kelleysharon@example.org,Ramirez-Williams,Education,Dietitian,Senior,1-10,UK,19,0,27,553,19,0,2,1,1,2,3,2,21,25,1
LEAD_298,vedwards@example.com,Mathews PLC,Finance,"Teacher, early years/pre",Executive,1-10,UK,13,1,34,578,14,1,0,0,0,4,8,81,8,8,0
LEAD_299,ismith@example.com,Mcdonald and Sons,Education,Human resources officer,Entry,201-1000,UK,18,0,2,560,11,0,1,0,0,2,1,84,37,27,0
LEAD_300,richard78@example.org,"Flynn, Torres and Harris",Technology,"Therapist, speech and language",Executive,1000+,USA,11,6,30,251,16,3,1,1,1,4,7,111,26,24,0
LEAD_301,bjohnson@example.net,Hall PLC,Finance,"Scientist, research (maths)",Entry,201-1000,USA,4,6,35,664,9,3,0,1,1,0,2,25,31,5,1
LEAD_302,harringtonpatricia@example.com,"Thompson, Anderson and Middleton",Healthcare,Clinical research associate,Mid,1-10,India,9,1,38,718,5,4,2,1,0,2,5,6,51,8,0
LEAD_303,laurentran@example.net,Sanford-Austin,Education,Drilling engineer,Entry,1-10,Germany,4,6,13,775,2,2,1,1,0,1,7,57,30,7,0
LEAD_304,davidsonjonathan@example.com,Jones-Patterson,Healthcare,"Psychologist, occupational",Entry,51-200,Germany,7,4,9,458,4,1,2,1,0,1,1,9,33,26,1
LEAD_305,vazquezandrea@example.org,Owens-Walters,Finance,"Therapist, occupational",Executive,11-50,USA,6,3,35,602,6,1,1,0,0,4,9,31,12,19,0
LEAD_306,hardingsusan@example.org,"Gardner, Wilson and Harris",Education,Forensic scientist,Senior,1000+,Germany,10,4,31,429,17,4,1,0,0,0,0,27,36,12,0
LEAD_307,dawndunn@example.net,Bartlett-Love,Finance,Landscape architect,Mid,1-10,India,13,4,2,295,16,4,0,1,1,3,6,34,6,1,0
LEAD_308,atkinsjacob@example.com,"Romero, Rasmussen and Rodriguez",Technology,Mechanical engineer,Mid,51-200,Canada,17,6,18,771,16,3,1,0,1,2,8,92,43,9,1
LEAD_309,snguyen@example.com,"Peters, Rios and Mckinney",Retail,Commercial/residential surveyor,Mid,1000+,USA,3,5,6,719,4,0,1,0,0,0,6,82,19,22,0
LEAD_310,hgolden@example.com,"Maynard, Hughes and Tucker",Retail,"Scientist, clinical (histocompatibility and immunogenetics)",Entry,1000+,Germany,8,4,21,245,7,2,1,0,1,3,8,112,55,26,0
LEAD_311,christiesmall@example.org,Haynes-Cortez,Retail,Volunteer coordinator,Senior,51-200,UK,17,1,13,612,12,0,0,1,1,4,1,86,53,13,0
LEAD_312,cbrennan@example.org,"Brown, Rhodes and Anderson",Technology,"Sound technician, broadcasting/film/video",Senior,1000+,UK,7,6,26,196,2,2,2,1,1,3,6,18,55,9,0
LEAD_313,ashley84@example.org,Gray-Woods,Retail,Television/film/video producer,Executive,1-10,India,3,0,8,731,13,0,0,1,0,2,4,30,49,26,0
LEAD_314,simonthomas@example.net,Nelson-Weber,Retail,Wellsite geologist,Mid,11-50,UK,17,3,27,550,8,0,2,0,0,1,3,30,29,6,1
LEAD_315,johnroberts@example.net,White-Everett,Technology,Physiological scientist,Senior,1-10,USA,1,1,24,219,16,0,2,0,1,3,9,45,54,10,0
LEAD_316,vazqueznathan@example.net,Cooley Group,Retail,Paediatric nurse,Executive,201-1000,India,14,5,2,429,9,3,2,0,0,3,0,50,13,5,0
LEAD_317,nmendez@example.org,"Lee, Boyd and Barker",Healthcare,Field trials officer,Entry,201-1000,UK,2,0,19,531,15,1,1,1,1,0,7,76,27,1,0
LEAD_318,fcummings@example.net,Brown Group,Technology,Chief Technology Officer,Entry,1-10,Germany,18,7,7,372,8,4,1,0,0,4,3,92,13,4,0
LEAD_319,lopezpatricia@example.net,Gonzalez Inc,Finance,Industrial/product designer,Mid,11-50,Canada,16,5,2,567,18,0,2,0,0,1,6,46,32,20,0
LEAD_320,joycebrock@example.com,Hughes-Pearson,Finance,"Education officer, environmental",Entry,201-1000,Canada,9,9,0,335,1,0,2,0,1,3,0,1,38,21,0
LEAD_321,hunter34@example.org,Jones-Mcdonald,Education,Private music teacher,Executive,201-1000,India,14,2,25,664,9,4,0,1,1,3,1,36,30,8,0
LEAD_322,mooreamanda@example.net,Bolton Ltd,Healthcare,"Surveyor, mining",Executive,11-50,UK,14,4,29,397,1,2,0,0,0,0,4,33,18,26,0
LEAD_323,estout@example.net,"Johnson, Brown and Buck",Education,"Designer, television/film set",Entry,11-50,Canada,16,7,36,466,18,4,0,1,1,4,8,77,33,29,0
LEAD_324,dalemorton@example.net,"George, Adams and Blackwell",Healthcare,Plant breeder/geneticist,Entry,1-10,Germany,16,5,23,100,8,3,0,0,0,1,4,8,45,15,1
LEAD_325,jenningssummer@example.net,"Hall, Anderson and Parker",Education,Race relations officer,Executive,201-1000,Canada,10,3,26,793,8,2,0,0,0,2,7,47,9,16,0
LEAD_326,williamsnicholas@example.com,"Martin, Porter and Taylor",Healthcare,Tax adviser,Executive,201-1000,Germany,10,1,16,433,5,0,2,0,1,0,5,48,27,7,0
